SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
10035,"5001160","1","Gear","Key Chains/Star Wars","2012","Stormtrooper Light Key Chain",,,9.99,11.99,14.99,,"http://www.1000steine.com/brickset/images/5001160-1.jpg","No","No",0
9813,"5001164","1","Gear","Storage","2012","Girls 3-Drawer Storage Bin",,,,39.99,49.99,,"http://www.1000steine.com/brickset/images/5001164-1.jpg","No","No",0
9807,"5001252","1","Gear","Books/Miscellaneous","2012","2013 Calendar",,,,12.99,,,"http://www.1000steine.com/brickset/images/5001252-1.jpg","No","No",0
9814,"5001261","1","Gear","Storage","2012","Sorting Trays",,,,6.99,9.99,,"http://www.1000steine.com/brickset/images/5001261-1.jpg","No","No",0
23472,"5001266","1","Gear","Storage","2014","8 stud Blue Storage Brick",,,29.99,,,,"http://www.1000steine.com/brickset/images/5001266-1.jpg","No","No",0
23475,"5001267","1","Gear","Storage","2014","8 stud Yellow Storage Brick",,,29.99,,,,"http://www.1000steine.com/brickset/images/5001267-1.jpg","No","No",0
10033,"5001283","1","Gear","Storage","2012","Mini Box Red",,,1.99,,,,"http://www.1000steine.com/brickset/images/5001283-1.jpg","No","No",0
10044,"5001284","1","Gear","Storage","2012","Mini Box Yellow",,,3.49,,,,"http://www.1000steine.com/brickset/images/5001284-1.jpg","No","No",0
10099,"5001310","1","Gear","Key Chains/Star Wars","2012","Yoda Light Key Chain",,,9.99,11.99,14.99,,"http://www.1000steine.com/brickset/images/5001310-1.jpg","No","No",0
10100,"5001311","1","Gear","Key Chains/Star Wars","2012","Darth Maul Light Key Chain",,,9.99,11.99,14.99,,"http://www.1000steine.com/brickset/images/5001311-1.jpg","No","No",0
10098,"5001313","1","Gear","Lights","2012","Darth Vader Flashlight",,,,29.99,39.99,,"http://www.1000steine.com/brickset/images/5001313-1.jpg","No","No",0
10097,"5001314","1","Gear","Lights","2012","Imperial Stormtrooper Flashlight",,,,29.99,39.99,,"http://www.1000steine.com/brickset/images/5001314-1.jpg","No","No",0
10233,"5001319","1","Gear","Books/Ideas book","2011","The LEGO Ideas Book",,,,,,,"http://www.1000steine.com/brickset/images/5001319-1.jpg","No","No",0
10175,"5001323","1","Gear","Housewares","2012","LEGO Lunch Box",,,7.99,,,,"http://www.1000steine.com/brickset/images/5001323-1.jpg","No","No",0
9936,"5001351","1","Gear","Watches/Clocks","2012","Darth Maul Minifigure Clock",,,,29.99,39.99,,"http://www.1000steine.com/brickset/images/5001351-1.jpg","No","No",0
10138,"5001352","1","Gear","Watches/Clocks","2012","Monster Fighters Mummy Minifigure Clock",,,,29.99,39.99,,"http://www.1000steine.com/brickset/images/5001352-1.jpg","No","No",0
10045,"5001353","1","Gear","Watches/Clocks","2012","Monster Fighters Lord Vampyre Minifigure Clock",,,,29.99,39.99,,"http://www.1000steine.com/brickset/images/5001353-1.jpg","No","No",0
10047,"5001354","1","Gear","Watches/Clocks","2012","Monster Fighters Mummy Watch",,,,24.99,34.99,,"http://www.1000steine.com/brickset/images/5001354-1.jpg","No","No",0
10151,"5001355","1","Gear","Watches/Clocks","2012","Ninjago Kai ZX Minifigure Clock",,,,29.99,29.99,,"http://www.1000steine.com/brickset/images/5001355-1.jpg","No","No",0
9937,"5001356","1","Gear","Watches/Clocks","2012","Ninjago Kai ZX Kids' Watch",,,19.99,24.99,34.99,,"http://www.1000steine.com/brickset/images/5001356-1.jpg","No","No",0
9938,"5001357","1","Gear","Watches/Clocks","2012","Ninjago Kendo Cole Kids' Watch",,,19.99,24.99,24.99,,"http://www.1000steine.com/brickset/images/5001357-1.jpg","No","No",0
9962,"5001358","1","Gear","Watches/Clocks","2012","Ninjago Lasha Kids' Watch",,,19.99,24.99,24.99,,"http://www.1000steine.com/brickset/images/5001358-1.jpg","No","No",0
9961,"5001366","1","Gear","Watches/Clocks","2012","Ninjago Lloyd ZX Minifigure Alarm Clock",,,,29.99,29.99,,"http://www.1000steine.com/brickset/images/5001366-1.jpg","No","No",0
10150,"5001368","1","Gear","Watches/Clocks","2012","Friends Olivia Kids' Watch",,,19.99,24.99,24.99,,"http://www.1000steine.com/brickset/images/5001368-1.jpg","No","No",0
10152,"5001369","1","Gear","Watches/Clocks","2012","Friends Stephanie Kids'  Watch",,,19.99,24.99,24.99,,"http://www.1000steine.com/brickset/images/5001369-1.jpg","No","No",0
10048,"5001370","1","Gear","Watches/Clocks","2012","Time-Teacher Minifigure Watch & Clock",,,24.99,29.99,29.99,,"http://www.1000steine.com/brickset/images/5001370-1.jpg","No","No",0
10046,"5001371","1","Gear","Watches/Clocks","2012","Time-Teacher Girl Minifigure Watch & Clock",,,24.99,29.99,29.99,,"http://www.1000steine.com/brickset/images/5001371-1.jpg","No","No",0
9881,"5001373","1","Gear","Books/BrickJournal","2012","BrickJournal #20",,,5.99,,,,"http://www.1000steine.com/brickset/images/5001373-1.jpg","No","No",0
10148,"5001374","1","Gear","Books/BrickJournal","2012","BrickJournal #21",,,5.99,,,,"http://www.1000steine.com/brickset/images/5001374-1.jpg","No","No",0
10049,"5001375","1","Gear","Watches/Clocks","2012","Monster Fighters Lord Vampyre Watch",,,,24.99,34.99,,"http://www.1000steine.com/brickset/images/5001375-1.jpg","No","No",0
9939,"5001376","1","Gear","Housewares","2012","Lunch Box",,,,15.99,17.99,,"http://www.1000steine.com/brickset/images/5001376-1.jpg","No","No",0
9940,"5001377","1","Gear","Housewares","2012","Lunch Box",,,,15.99,17.99,,"http://www.1000steine.com/brickset/images/5001377-1.jpg","No","No",0
9941,"5001378","1","Gear","Housewares","2012","Lunch Box",,,,15.99,17.99,,"http://www.1000steine.com/brickset/images/5001378-1.jpg","No","No",0
9942,"5001379","1","Gear","Storage","2012","Mini box blue",,,,5.99,7.99,,"http://www.1000steine.com/brickset/images/5001379-1.jpg","No","No",0
9943,"5001380","1","Gear","Storage","2012","Mini box pink",,,,5.99,7.99,,"http://www.1000steine.com/brickset/images/5001380-1.jpg","No","No",0
9944,"5001382","1","Gear","Storage","2012","Mini box red",,,,5.99,7.99,,"http://www.1000steine.com/brickset/images/5001382-1.jpg","No","No",0
9945,"5001383","1","Gear","Storage","2012","4-stud Blue Storage Brick",,,,31.99,36.99,,"http://www.1000steine.com/brickset/images/5001383-1.jpg","No","No",0
9946,"5001384","1","Gear","Storage","2012","4-stud Green Storage Brick",,,,31.99,36.99,,"http://www.1000steine.com/brickset/images/5001384-1.jpg","No","No",0
9947,"5001385","1","Gear","Storage","2012"," 4-stud Red Storage Brick",,,,31.99,36.99,,"http://www.1000steine.com/brickset/images/5001385-1.jpg","No","No",0
9948,"5001386","1","Gear","Storage","2012","8-stud Blue Storage Brick",,,,41.99,47.99,,"http://www.1000steine.com/brickset/images/5001386-1.jpg","No","No",0
9949,"5001387","1","Gear","Storage","2012","8-stud Green Storage Brick",,,,41.99,47.99,,"http://www.1000steine.com/brickset/images/5001387-1.jpg","No","No",0
9950,"5001388","1","Gear","Storage","2012","8-stud Red Storage Brick",,,,41.99,47.99,,"http://www.1000steine.com/brickset/images/5001388-1.jpg","No","No",0
23124,"5001512","1","Gear","Lights","2013","Darth Vader Desk Lamp",,,34.99,,,,"http://www.1000steine.com/brickset/images/5001512-1.jpg","No","No",0
10197,"5001632","1","Gear","Video Games/Wii","2012","The Lord of the Rings Video Game ",,,29.99,39.99,39.99,,"http://www.1000steine.com/brickset/images/5001632-1.jpg","No","No",0
10165,"5001633","1","Gear","Video Games/PS3","2012","The Lord of the Rings Video Game",,,39.99,49.99,49.99,,"http://www.1000steine.com/brickset/images/5001633-1.jpg","No","No",0
10136,"5001634","1","Gear","Video Games/PS Vita","2012","The Lord of the Rings Video Game",,,34.99,39.99,39.99,,"http://www.1000steine.com/brickset/images/5001634-1.jpg","No","No",0
10166,"5001635","1","Gear","Video Games/Xbox 360","2012","The Lord of the Rings Video Game",,,39.99,49.99,49.99,,"http://www.1000steine.com/brickset/images/5001635-1.jpg","No","No",0
