etID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
9075,"2856226","1","Gear","Magnets/Bricktober","2011","Classic black spaceman",,,,,,,"http://www.1000steine.com/brickset/images/2856226-1.jpg","No","No",0
22664,"2856236","1","Gear","Watches/Clocks","2013","Red Brick Clock",,,,24.99,24.99,,"http://www.1000steine.com/brickset/images/2856236-1.jpg","No","No",0
22662,"2856238","1","Gear","Watches/Clocks","2013","Yellow Brick Clock",,,,24.99,24.99,,"http://www.1000steine.com/brickset/images/2856238-1.jpg","No","No",0
8731,"2856239","1","Gear","Video Games/3DS","2011","LEGO Star Wars III: The Clone Wars",,,39.99,39.99,43.99,,"http://www.1000steine.com/brickset/images/2856239-1.jpg","No","No",0
8837,"2856241","1","Gear","Clothing","2011","Droid T-shirt - Kids",,,,14.99,16.49,,"http://www.1000steine.com/brickset/images/2856241-1.jpg","No","No",0
8835,"2856243","1","Gear","Clothing","2011","Droid T-shirt - Youth",,,,14.99,16.49,,"http://www.1000steine.com/brickset/images/2856243-1.jpg","No","No",0
8735,"2856252","1","Gear","Video Games/DS","2011","LEGO Battles Ninjago",,,29.99,29.99,32.99,29.99,"http://www.1000steine.com/brickset/images/2856252-1.jpg","No","No",0
8767,"2856451","1","Gear","Video Games/DS","2011","LEGO Brand Pirates of the Caribbean Video Game - NDS",,,29.99,29.99,32.99,39.99,"http://www.1000steine.com/brickset/images/2856451-1.jpg","No","No",0
8768,"2856453","1","Gear","Video Games/PS3","2011","LEGO Brand Pirates of the Caribbean Video Game - PS3",,,44.99,49.99,54.99,49.99,"http://www.1000steine.com/brickset/images/2856453-1.jpg","No","No",0
8765,"2856454","1","Gear","Video Games/PSP","2011","LEGO Brand Pirates of the Caribbean Video Game - PSP",,,,29.99,32.99,,"http://www.1000steine.com/brickset/images/2856454-1.jpg","No","No",0
8769,"2856456","1","Gear","Video Games/Wii","2011","LEGO Brand Pirates of the Caribbean Video Game - Wii",,,29.99,49.99,54.99,,"http://www.1000steine.com/brickset/images/2856456-1.jpg","No","No",0
8764,"2856457","1","Gear","Video Games/3DS","2011","LEGO Brand Pirates of the Caribbean Video Game - 3DS",,,39.99,39.99,43.99,44.99,"http://www.1000steine.com/brickset/images/2856457-1.jpg","No","No",0
8766,"2856458","1","Gear","Video Games/Xbox 360","2011","LEGO Brand Pirates of the Caribbean Video Game - 360",,,44.99,49.99,54.99,49.99,"http://www.1000steine.com/brickset/images/2856458-1.jpg","No","No",0
8824,"2856735","1","Gear","Books/BrickJournal","2011","BrickJournal #14",,,5.99,,,,"http://www.1000steine.com/brickset/images/2856735-1.jpg","No","No",0
1982,"4151847","1","Gear","Trading/Playing cards","2001","Bionicle Trading Card Game 1: Gali & Pohatu",,,,15,,,"http://www.1000steine.com/brickset/images/4151847-1.jpg","No","No",0
1983,"4151848","1","Gear","Trading/Playing cards","2001","Bionicle Trading Card Game 1: Tahu & Kopaka",,,,15,,,"http://www.1000steine.com/brickset/images/4151848-1.jpg","No","No",0
1984,"4151849","1","Gear","Trading/Playing cards","2001","Bionicle Trading Card Game 1: Onua & Lewa",,,,15,,,"http://www.1000steine.com/brickset/images/4151849-1.jpg","No","No",0
6469,"4168037","1","Gear","Watches/Clocks","2002","Belville Clock",,,,,,,,"No","No",0
6467,"4168038","1","Gear","Watches/Clocks","2002","Belville Butterfly Watch",,,,,,,"http://www.1000steine.com/brickset/images/4168038-1.jpg","No","No",0
2004,"4179688","1","Gear","Watches/Clocks","2002","Jack Stone Policeman Watch",,,,20,,,"http://www.1000steine.com/brickset/images/4179688-1.jpg","No","No",0
2005,"4179689","1","Gear","Watches/Clocks","2002","Jack Stone Fireman Clock",1,,,20,,,"http://www.1000steine.com/brickset/images/4179689-1.jpg","No","No",0
2006,"4179693","1","Gear","Watches/Clocks","2002","Bionicle Bohrok Watch",,,,20,,,"http://www.1000steine.com/brickset/images/4179693-1.jpg","No","No",0
9148,"4182615","1","Gear","Watches/Clocks","2003","Orient Expedition Clock",1,,,,,,"http://www.1000steine.com/brickset/images/4182615-1.jpg","No","No",0
2010,"4193350","1","Gear","Watches/Clocks","2003","Alpha Team Mission Deep Sea Watch",,,,,,,"http://www.1000steine.com/brickset/images/4193350-1.jpg","No","No",0
2011,"4193351","1","Gear","Watches/Clocks","2003","Alpha Team Mission Deep Sea Clock",1,,,25,,,"http://www.1000steine.com/brickset/images/4193351-1.jpg","No","No",0
2012,"4193352","1","Gear","Watches/Clocks","2003","Bionicle Tahu Nuva Watch",,,,25,,,"http://www.1000steine.com/brickset/images/4193352-1.jpg","No","No",0
2013,"4193353","1","Gear","Watches/Clocks","2003","Bionicle Tahu Nuva Clock",,,,,,,"http://www.1000steine.com/brickset/images/4193353-1.jpg","No","No",0
2014,"4193354","1","Gear","Watches/Clocks","2003","Racers Drome Watch",,,,25,,,"http://www.1000steine.com/brickset/images/4193354-1.jpg","No","No",0
2015,"4193355","1","Gear","Watches/Clocks","2003","Racers Drome Clock",,,,25,,,"http://www.1000steine.com/brickset/images/4193355-1.jpg","No","No",0
5534,"4193356","1","Gear","Watches/Clocks","2006","Sports Constructor Watch",,,,,,,"http://www.1000steine.com/brickset/images/4193356-1.jpg","No","No",0
2016,"4193358","1","Gear","Watches/Clocks","2003","Spybotics Watch",,,,25,,,"http://www.1000steine.com/brickset/images/4193358-1.jpg","No","No",0
2017,"4202113","1","Gear","Stationery","2003","Coloured Pencils",,,,,,,"http://www.1000steine.com/brickset/images/4202113-1.jpg","No","No",0
2018,"4202458","1","Gear","Clothing","2003","Umbrella Minifigure",,,,,,,"http://www.1000steine.com/brickset/images/4202458-1.jpg","No","No",0
2019,"4202509","1","Gear","Stationery","2003","Orient Expedition Memo Pad Holder with Pencil",,,,,,,"http://www.1000steine.com/brickset/images/4202509-1.jpg","No","No",0
2020,"4202562","1","Gear","Miscellaneous","2003","Football",,,,,,,"http://www.1000steine.com/brickset/images/4202562-1.jpg","No","No",0
2021,"4202580","1","Gear","Key Chains/Brick","2003","LEGO Blue Brick Key Chain",,,2.99,,,,"http://www.1000steine.com/brickset/images/4202580-1.jpg","No","No",0
2022,"4202596","1","Gear","Key Chains/Orient Expedition","2003","Maharaja Lallu Key Chain",,,,,,,"http://www.1000steine.com/brickset/images/4202596-1.jpg","No","No",0
2023,"4202599","1","Gear","Key Chains/Orient Expedition","2003","Sam Sinister Key Chain",,,,,,,"http://www.1000steine.com/brickset/images/4202599-1.jpg","No","No",0
2025,"4202677","1","Gear","Housewares","2003","Magnets, Small Classic Set",,,,,,,"http://www.1000steine.com/brickset/images/4202677-1.jpg","No","No",0

