SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
4862,"9806","1","Gear","Furniture","1998","Play Table",,,,,,,"http://www.1000steine.com/brickset/images/9806-1.jpg","No","No",0
4863,"9809","1","Gear","Furniture","2003","Multi Table Small",,,115.96,,,,"http://www.1000steine.com/brickset/images/9809-1.jpg","No","No",0
4864,"9817","1","Gear","Furniture","2003","Seats for Multi Table",,,75.77,,,,"http://www.1000steine.com/brickset/images/9817-1.jpg","No","No",0
317,"14554","1","Gear","Video Games/Game Boy Advance","2002","BIONICLE: Matoran Adventures",,,,,,,"http://www.1000steine.com/brickset/images/14554-1.jpg","No","No",0
318,"14555","1","Gear","Video Games/PC","2002","Creator: Harry Potter and the Chamber of Secrets",,,,,,,"http://www.1000steine.com/brickset/images/14555-1.jpg","No","No",0
319,"14556","1","Gear","Video Games/PC","2002","Island Xtreme Stunts",,,,19.95,,,"http://www.1000steine.com/brickset/images/14556-1.jpg","No","No",0
320,"14557","1","Gear","Video Games/PS2","2002","Island Xtreme Stunts",,,,39.95,,,"http://www.1000steine.com/brickset/images/14557-1.jpg","No","No",0
321,"14558","1","Gear","Video Games/Game Boy Advance","2002","Island Xtreme Stunts",,,,,,,"http://www.1000steine.com/brickset/images/14558-1.jpg","No","No",0
322,"14559","1","Gear","Video Games/PC","2002","Drome Racers",,,,19.95,,,"http://www.1000steine.com/brickset/images/14559-1.jpg","No","No",0
324,"14560","1","Gear","Video Games/PS2","2002","Drome Racers",,,,39.95,,,"http://www.1000steine.com/brickset/images/14560-1.jpg","No","No",0
325,"14561","1","Gear","Video Games/Game Boy Advance","2002","GALIDOR: Defenders of the Outer Dimension",,,,,,,"http://www.1000steine.com/brickset/images/14561-1.jpg","No","No",0
6947,"14562","1","Gear","Video Games/PC","2002","GALIDOR: Defenders of the Outer Dimension",,,,,,,,"No","No",0
6945,"14642","1","Gear","Video Games/Game Boy Advance","2003","Drome Racers",,,,,,,,"No","No",0
332,"14643","1","Gear","Video Games/Gamecube","2003","Drome Racers",,,,,,,"http://www.1000steine.com/brickset/images/14643-1.jpg","No","No",0
335,"14680","1","Gear","Video Games/PS2","2003","BIONICLE: The Game",,,,,,,"http://www.1000steine.com/brickset/images/14680-1.jpg","No","No",0
336,"14681","1","Gear","Video Games/Xbox","2003","BIONICLE: The Game",,,,,,,"http://www.1000steine.com/brickset/images/14681-1.jpg","No","No",0
337,"14682","1","Gear","Video Games/Gamecube","2003","BIONICLE: The Game",,,,,,,"http://www.1000steine.com/brickset/images/14682-1.jpg","No","No",0
338,"14683","1","Gear","Video Games/PC","2003","BIONICLE: The Game",,,,,,,"http://www.1000steine.com/brickset/images/14683-1.jpg","No","No",0
7064,"14684","1","Gear","Video Games/Game Boy Advance","2003","BIONICLE: The Game",,,,,,,,"No","No",0
9505,"16073","1","Gear","Storage","2001","Bionicle Mask Storage Case",,,,,,,,"No","No",0
7463,"16197","1","Gear","Books/Published by LEGO","1971","Thinking with LEGO",,,,,,,"http://www.1000steine.com/brickset/images/16197-1.jpg","No","No",0
7464,"16221","1","Gear","Books/Published by LEGO","1972","Thinking with LEGO / Rules",,,,,,,,"No","No",0
629,"18636","1","Gear","Trading/Playing cards","2001","Trading Card Booster Pack",,,,3,,,"http://www.1000steine.com/brickset/images/18636-1.jpg","No","No",0
987,"26374","1","Gear","Trading/Playing cards","2002","Bohrok Swarm Trading Game: Blue Pack",,,,15,,,"http://www.1000steine.com/brickset/images/26374-1.jpg","No","No",0
988,"26377","1","Gear","Trading/Playing cards","2002","Bohrok Swarm Trading Game: Red Pack",,,,15,,,"http://www.1000steine.com/brickset/images/26377-1.jpg","No","No",0
989,"26379","1","Gear","Trading/Playing cards","2002","Bohrok Swarm Trading Game: Green Pack",,,,15,,,"http://www.1000steine.com/brickset/images/26379-1.jpg","No","No",0
8215,"55000","1","Gear","Video Games/PC","2010","LEGO Universe Massively Multiplayer Online Game",,,14.99,19.99,27.5,,"http://www.1000steine.com/brickset/images/55000-1.jpg","No","No",0
6152,"60030","1","Gear","Furniture","2007","Rolling Storage Box - Red/Yellow",,,,119.99,,,"http://www.1000steine.com/brickset/images/60030-1.jpg","No","No",0
6153,"60031","2","Gear","Storage","2007","Rolling Storage Box - Blue/Green",,,,119.99,,,"http://www.1000steine.com/brickset/images/60031-2.jpg","No","No",0
6119,"60040","1","Gear","Furniture","2007","Building Table",,,139.99,199.99,,,"http://www.1000steine.com/brickset/images/60040-1.jpg","No","No",0
6180,"60230","1","Gear","Stationery","2007","Bionicle Cartridge Pen",,,5.99,,,,"http://www.1000steine.com/brickset/images/60230-1.jpg","No","No",0
5678,"253257","1","Gear","Housewares","2006","BIONICLE Towel Toa Hordika",,,,,,,"http://www.1000steine.com/brickset/images/253257-1.jpg","No","No",0
6611,"810001","1","Gear","Books/Collectors Guide","2008","50 Years of the LEGO Brick (German)",,,,,,,"http://www.1000steine.com/brickset/images/810001-1.jpg","No","No",0
6600,"810002","1","Gear","Books/Collectors Guide","2008","50 Years of the LEGO Brick (English)",,,24.99,45,,,"http://www.1000steine.com/brickset/images/810002-1.jpg","No","No",0
6670,"810003","1","Gear","Books/Collectors Guide","2008","LEGO Collector",,,15.65,29.99,,,"http://www.1000steine.com/brickset/images/810003-1.jpg","No","No",0
6853,"810004","1","Gear","Books/Collectors Guide","2008","LEGO Collector's Guide - Premium Edition",1,,29.99,,,,"http://www.1000steine.com/brickset/images/810004-1.jpg","No","No",0
8788,"810005","1","Gear","Books/Collectors Guide","2011","LEGO Collector, 2nd Edition",,,,,,,"http://www.1000steine.com/brickset/images/810005-1.jpg","No","No",0
6870,"810010","1","Gear","Bedding","2008","Duplo Bedding Green - Baby",,,24.99,,,,"http://www.1000steine.com/brickset/images/810010-1.jpg","No","No",0
6872,"810011","1","Gear","Bedding","2008","Duplo Fitted Sheet Green - Baby",,,5.99,,,,"http://www.1000steine.com/brickset/images/810011-1.jpg","No","No",0
6871,"810012","1","Gear","Bedding","2008","Duplo Bedding Green - Junior",,,29.99,,,,"http://www.1000steine.com/brickset/images/810012-1.jpg","No","No",0
6873,"810013","1","Gear","Bedding","2008","Duplo Fitted Sheet Green - Junior",,,6.99,,,,"http://www.1000steine.com/brickset/images/810013-1.jpg","No","No",0
6874,"810020","1","Gear","Bedding","2008","Duplo Bedding Pink - Baby",,,24.99,,,,"http://www.1000steine.com/brickset/images/810020-1.jpg","No","No",0
6875,"810021","1","Gear","Bedding","2008","Duplo Fitted Sheet Pink - Baby",,,5.99,,,,"http://www.1000steine.com/brickset/images/810021-1.jpg","No","No",0
6876,"810022","1","Gear","Bedding","2008","Duplo Bedding Pink - Junior",,,29.99,,,,"http://www.1000steine.com/brickset/images/810022-1.jpg","No","No",0
6877,"810023","1","Gear","Bedding","2008","Duplo Fitted Sheet Pink - Junior",,,6.99,,,,"http://www.1000steine.com/brickset/images/810023-1.jpg","No","No",0
6878,"810030","1","Gear","Bedding","2008","LEGO Bedding Blue - Adult",,,44.99,,,,"http://www.1000steine.com/brickset/images/810030-1.jpg","No","No",0
6724,"850150","1","Gear","Key Chains/Seasonal","2006","Santa Claus Classic Key Chain",,,2.99,4.99,5.49,3.99,"http://www.1000steine.com/brickset/images/850150-1.jpg","No","No",0
6150,"850152","1","Gear","Key Chains/Brick","2007","Blue Brick Key Chain",,,2.95,4.99,,,"http://www.1000steine.com/brickset/images/850152-1.jpg","No","No",0
6151,"850154","1","Gear","Key Chains/Brick","2007","Red Brick Key Chain",,,2.99,4.99,5.49,3.99,"http://www.1000steine.com/brickset/images/850154-1.jpg","No","No",0
22646,"850252","1","Gear","Key Chains/Adventurers","2003","Johnny Thunder",,,,,,,"http://www.1000steine.com/brickset/images/850252-1.jpg","No","No",0
6689,"850353","1","Gear","Key Chains/Star Wars","2008","Darth Vader Key Chain",,,2.99,4.99,5.49,3.99,"http://www.1000steine.com/brickset/images/850353-1.jpg","No","No",0
6077,"850355","1","Gear","Key Chains/Star Wars","2007","Stormtrooper Key Chain",,,2.99,4.99,5.49,3.99,"http://www.1000steine.com/brickset/images/850355-1.jpg","No","No",0
6705,"850373","1","Gear","Housewares","2006","Lunchbox Black",,,4.89,,,,"http://www.1000steine.com/brickset/images/850373-1.jpg","No","No",0
6706,"850374","1","Gear","Housewares","2006","Lunchbox Blue",,,4.89,,,,"http://www.1000steine.com/brickset/images/850374-1.jpg","No","No",0
7037,"850376","1","Gear","Housewares","2006","Lunchbox Green",,,,,,,,"No","No",0
6707,"850377","1","Gear","Housewares","2006","Lunchbox Purple",,,4.99,,,,"http://www.1000steine.com/brickset/images/850377-1.jpg","No","No",0
10154,"850414","1","Gear","Miscellaneous","2012","Zipper Pullers (Black)",,,,,,,"http://www.1000steine.com/brickset/images/850414-1.jpg","No","No",0
