SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
23557," DSCASE2","1","Gear","Video Games/DS","2011","Armour Case Kit for Nintendo DSi, Classic Red",,,,,,,,"No","No",0
708,"200","2","Gear","Books/Ideas book","1985","Building Ideas Book",,,,,,,"http://www.1000steine.com/brickset/images/200-2.jpg","No","No",0
7397,"220","7","Gear","Books/Ideas book","1972","Play Book",,,,,,,,"No","No",0
5186,"221","1","Gear","Books/Ideas book","1973","Idea Book #1",,,,,,,"http://www.1000steine.com/brickset/images/221-1.jpg","No","No",0
828,"222","1","Gear","Books/Ideas book","1976","Building Ideas Book",,,,1,,,"http://www.1000steine.com/brickset/images/222-1.jpg","No","No",0
841,"225","1","Gear","Books/Ideas book","1977","Building Ideas Book No. 2",,,,,,,"http://www.1000steine.com/brickset/images/225-1.jpg","No","No",0
845,"226","1","Gear","Books/Ideas book","1981","Building Ideas Book",,,,2.4,,,"http://www.1000steine.com/brickset/images/226-1.jpg","No","No",0
8372,"239","1","Gear","Books/Ideas book","1968","The big LEGO book",,,,,,,,"No","No",0
8352,"240","1","Gear","Books/Ideas book","1967","Idea book",,,,,,,"http://www.1000steine.com/brickset/images/240-1.jpg","No","No",0
8387,"241","1","Gear","Books/Ideas book","1969","Idea book",,,,,,,"http://www.1000steine.com/brickset/images/241-1.jpg","No","No",0
7421,"242","2","Gear","Books/Ideas book","1970","Big Model Book",,,,,,,"http://www.1000steine.com/brickset/images/242-2.jpg","No","No",0
7962,"243","1","Gear","Books/Miscellaneous","1974","Mach Mehr aus LEGO",,,,,,,,"No","No",0
924,"250","1","Gear","Books/Ideas book","1987","Building Ideas Book",,,,3,,,"http://www.1000steine.com/brickset/images/250-1.jpg","No","No",0
5015,"260","1","Gear","Books/Ideas book","1990","Idea Book",,,,4.25,,,"http://www.1000steine.com/brickset/images/260-1.jpg","No","No",0
3739,"697","2","Gear","Books/Ideas book","1997","Building Ideas Book",,,,,,,"http://www.1000steine.com/brickset/images/697-2.jpg","No","No",0
22555,"757","1","Gear","Storage","1983","Storage Tray Red",,,,,,,,"No","No",0
22556,"758","1","Gear","Storage","1983","Storage Tray Blue",,,,,,,,"No","No",0
8417,"759","1","Gear","Storage","1984","Storage Cabinet",,,,,,,"http://www.1000steine.com/brickset/images/759-1.jpg","No","No",0
10172,"760","1","Gear","Storage","1984","Storage Cabinet",,,,,,,,"No","No",0
10171,"783","1","Gear","Storage","1985","Storage Case",,,,,,,"http://www.1000steine.com/brickset/images/783-1.jpg","No","No",0
7974,"789","2","Gear","Storage","1974","Suitcase, red",,,,,,,,"No","No",0
7975,"790","1","Gear","Storage","1974","Suitcase, blue",,,,,,,,"No","No",0
7457,"791","1","Gear","Storage","1972","Red Storage Box",,,,,,,,"No","No",0
7458,"792","1","Gear","Storage","1972","White Storage Box",,,,,,,,"No","No",0
7459,"793","1","Gear","Storage","1972","Blue Storage Box",,,,,,,,"No","No",0
7460,"794","1","Gear","Storage","1972","Storage Box",,,,,,,,"No","No",0
369,"1515","1","Gear","Pens","2000","Classic Pen Series 1",,,,,,,"http://www.1000steine.com/brickset/images/1515-1.jpg","No","No",0
371,"1516","2","Gear","Pens","2000","Decoder Pen Series 1",,,,,,,"http://www.1000steine.com/brickset/images/1516-2.jpg","No","No",0
374,"1517","2","Gear","Pens","2000","Hieroglyph Pen Series 1",,,,,,,"http://www.1000steine.com/brickset/images/1517-2.jpg","No","No",0
376,"1518","2","Gear","Pens","2000","Race Pen Series 1",,,,,,,"http://www.1000steine.com/brickset/images/1518-2.jpg","No","No",0
377,"1519","1","Gear","Pens","2000","Sport Pen Series 1",,,,,,,,"No","No",0
378,"1520","2","Gear","Pens","2000","Adventure Pen Series 1",,,,,,,"http://www.1000steine.com/brickset/images/1520-2.jpg","No","No",0
379,"1522","1","Gear","Pens","2000","Soccer Pen Series 2",,,,,,,,"No","No",0
380,"1523","1","Gear","Pens","2000","Arctic Pen Series 2",,,,,,,"http://www.1000steine.com/brickset/images/1523-1.jpg","No","No",0
381,"1524","1","Gear","Pens","2000","Dino Island Pen Series 2",1,,,,,,"http://www.1000steine.com/brickset/images/1524-1.jpg","No","No",0
384,"1525","2","Gear","Pens","2000","World Pen Series 2",,,,,,,"http://www.1000steine.com/brickset/images/1525-2.jpg","No","No",0
387,"1528","2","Gear","Pens","2001","Pen Baseball",,,,,,,"http://www.1000steine.com/brickset/images/1528-2.jpg","No","No",0
388,"1529","1","Gear","Pens","2001","Pen Basketball",,,,,,,"http://www.1000steine.com/brickset/images/1529-1.jpg","No","No",0
389,"1530","1","Gear","Pens","2001","Pen Football",,,,,,,"http://www.1000steine.com/brickset/images/1530-1.jpg","No","No",0
390,"1532","1","Gear","Pens","2001","Pen Aquazone",,,,,,,"http://www.1000steine.com/brickset/images/1532-1.jpg","No","No",0
391,"1533","1","Gear","Pens","2001","Pen Mini Figure Faces",,,,,,,"http://www.1000steine.com/brickset/images/1533-1.jpg","No","No",0
392,"1534","1","Gear","Pens","2001","Pen Legoland",,,,,,,"http://www.1000steine.com/brickset/images/1534-1.jpg","No","No",0
393,"1535","1","Gear","Pens","2001","Pen Knights' Kingdom",,,,,,,"http://www.1000steine.com/brickset/images/1535-1.jpg","No","No",0
394,"1537","1","Gear","Pens","2001","Pen Dream Star",,,,,,,"http://www.1000steine.com/brickset/images/1537-1.jpg","No","No",0
395,"1538","1","Gear","Pens","2001","Pen Safari",,,,,,,"http://www.1000steine.com/brickset/images/1538-1.jpg","No","No",0
396,"1539","1","Gear","Pens","2001","Pen Classic II",,,,,,,"http://www.1000steine.com/brickset/images/1539-1.jpg","No","No",0
398,"1542","1","Gear","Pens","2002","Pen Jack Stone",,,,,,,"http://www.1000steine.com/brickset/images/1542-1.jpg","No","No",0
399,"1543","1","Gear","Pens","2002","Pen Belville",,,,,,,"http://www.1000steine.com/brickset/images/1543-1.jpg","No","No",0
401,"1545","1","Gear","Pens","2002","Pen Alpha Team",,,,,,,,"No","No",0
402,"1546","1","Gear","Pens","2002","Pen Racers",1,,,,,,"http://www.1000steine.com/brickset/images/1546-1.jpg","No","No",0
515,"1701","2","Gear","Pens","2001","Pen Pack Gali",,,,,,,"http://www.1000steine.com/brickset/images/1701-2.jpg","No","No",0
517,"1702","2","Gear","Pens","2001","Pen Pack Kopaka",,,,,,,"http://www.1000steine.com/brickset/images/1702-2.jpg","No","No",0
518,"1703","1","Gear","Pens","2001","Pen Pack Lewa",,,,,,,"http://www.1000steine.com/brickset/images/1703-1.jpg","No","No",0
520,"1704","2","Gear","Pens","2001","Pen Pack Onua",,,,,,,"http://www.1000steine.com/brickset/images/1704-2.jpg","No","No",0
521,"1705","1","Gear","Pens","2001","Pen Pack Pohatu",,,,,,,"http://www.1000steine.com/brickset/images/1705-1.jpg","No","No",0
522,"1706","1","Gear","Pens","2001","Pen Pack Tahu",,,,,,,"http://www.1000steine.com/brickset/images/1706-1.jpg","No","No",0
523,"1708","1","Gear","Pens","2001","Limited Edition Pen",,,,,,,"http://www.1000steine.com/brickset/images/1708-1.jpg","No","No",0
524,"1709","1","Gear","Pens","2002","Pen Darth Vader",,,,,,,"http://www.1000steine.com/brickset/images/1709-1.jpg","No","No",0
527,"1710","2","Gear","Pens","2002","Pen R2-D2",,,,,,,"http://www.1000steine.com/brickset/images/1710-2.jpg","No","No",0
529,"1711","2","Gear","Pens","2002","Pen C-3PO",,,,,,,"http://www.1000steine.com/brickset/images/1711-2.jpg","No","No",0
531,"1712","2","Gear","Pens","2002","Pen Anakin Skywalker",,,,,,,"http://www.1000steine.com/brickset/images/1712-2.jpg","No","No",0
533,"1713","2","Gear","Pens","2002","Pen Jango Fett",,,,,,,"http://www.1000steine.com/brickset/images/1713-2.jpg","No","No",0
535,"1714","2","Gear","Pens","2002","Pen Clone Trooper",,,,,,,"http://www.1000steine.com/brickset/images/1714-2.jpg","No","No",0
536,"1715","2","Gear","Pens","2002","Pen Gahlok",,,,10,,,"http://www.1000steine.com/brickset/images/1715-2.jpg","No","No",0
537,"1716","1","Gear","Pens","2002","Pen Kohrak",,,,,,,"http://www.1000steine.com/brickset/images/1716-1.jpg","No","No",0
538,"1717","1","Gear","Pens","2002","Pen Lehvak",,,,,,,"http://www.1000steine.com/brickset/images/1717-1.jpg","No","No",0
539,"1718","1","Gear","Pens","2002","Pen Nuhvok",,,,,,,"http://www.1000steine.com/brickset/images/1718-1.jpg","No","No",0
540,"1719","1","Gear","Pens","2002","Pen Pahrak",,,,,,,"http://www.1000steine.com/brickset/images/1719-1.jpg","No","No",0
542,"1720","2","Gear","Pens","2002","Pen Tahnok",,,,,,,"http://www.1000steine.com/brickset/images/1720-2.jpg","No","No",0
548,"1727","1","Gear","Pens","2002","Pen Chewbacca",,,,,,,"http://www.1000steine.com/brickset/images/1727-1.jpg","No","No",0
550,"1728","2","Gear","Pens","2002","Pen Darth Maul",,,,,,,"http://www.1000steine.com/brickset/images/1728-2.jpg","No","No",0
