SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
3647,"6833","1","Space","M-Tron","1990","Beacon Tracer",1,40,,3,,,"http://www.1000steine.com/brickset/images/6833-1.jpg","No","No",0
3648,"6834","1","Space","Ice Planet 2002","1993","Celestial Sled",1,55,,4,,,"http://www.1000steine.com/brickset/images/6834-1.jpg","No","No",0
3649,"6835","1","Space","Spyrius","1994","Saucer Scout",1,47,,4,,,"http://www.1000steine.com/brickset/images/6835-1.jpg","No","No",0
3650,"6836","1","Space","UFO","1997","V-Wing Fighter",1,40,,4,,,"http://www.1000steine.com/brickset/images/6836-1.jpg","No","No",0
3651,"6837","1","Space","Insectoids","1998","Cosmic Creeper",1,58,,8,,,"http://www.1000steine.com/brickset/images/6837-1.jpg","No","No",0
3652,"6841","1","Space","Classic","1980","Mineral Detector",1,44,,,,,"http://www.1000steine.com/brickset/images/6841-1.jpg","No","No",0
3653,"6842","1","Space","Classic","1981","Small Space Shuttle Craft",1,46,,,,,"http://www.1000steine.com/brickset/images/6842-1.jpg","No","No",0
3654,"6844","1","Space","Classic","1983","Sismobile",1,46,,,,,"http://www.1000steine.com/brickset/images/6844-1.jpg","No","No",0
3655,"6845","1","Space","Classic","1986","Cosmic Charger",1,51,,,,,"http://www.1000steine.com/brickset/images/6845-1.jpg","No","No",0
3656,"6846","1","Space","Classic","1984","Tri-Star Voyager",1,69,,4.45,,,"http://www.1000steine.com/brickset/images/6846-1.jpg","No","No",0
3657,"6847","1","Space","Classic","1985","Space Dozer",1,49,,,,,"http://www.1000steine.com/brickset/images/6847-1.jpg","No","No",0
3659,"6848","1","Space","Futuron","1988","Strategic Pursuer",1,54,,,,,"http://www.1000steine.com/brickset/images/6848-3.jpg","No","No",0
3658,"6848","2","Space","Classic","1985","Inter-Planetary Shuttle",1,62,,,,,"http://www.1000steine.com/brickset/images/6848-2.jpg","No","No",0
3660,"6849","1","Space","Classic","1987","Satellite Patroller",1,46,,,,,"http://www.1000steine.com/brickset/images/6849-1.jpg","No","No",0
3661,"6850","1","Space","Futuron","1989","Auxiliary Patroller",1,46,,,,,"http://www.1000steine.com/brickset/images/6850-1.jpg","No","No",0
3662,"6851","1","Space","Blacktron 2","1991","Tri-Wheeled Tyrax",1,39,,,,,"http://www.1000steine.com/brickset/images/6851-1.jpg","No","No",0
3663,"6852","1","Space","Space Police 2","1993","Sonar Security",1,61,,6,,,"http://www.1000steine.com/brickset/images/6852-1.jpg","No","No",0
3664,"6854","1","Space","Exploriens","1996","Alien Fossilizer",1,53,,6,,,"http://www.1000steine.com/brickset/images/6854-1.jpg","No","No",0
3665,"6856","1","Space","Exploriens","1996","Planetary Decoder",1,80,,8,,,"http://www.1000steine.com/brickset/images/6856-1.jpg","No","No",0
9142,"6857","1","Super Heroes","DC Universe","2012","The Dynamic Duo Funhouse Escape",5,380,39.99,39.99,49.99,49.99,"http://www.1000steine.com/brickset/images/6857-1.jpg","No","No",0
8977,"6858","1","Super Heroes","DC Universe","2012","Catwoman Catcycle City Chase",2,89,11.99,12.99,15.99,14.99,"http://www.1000steine.com/brickset/images/6858-1.jpg","No","No",0
8980,"6860","1","Super Heroes","DC Universe","2012","The Batcave",5,690,69.99,69.99,89.99,79.99,"http://www.1000steine.com/brickset/images/6860-1.jpg","No","No",0
3666,"6861","1","Space","Classic","1980","X1 Patrol Craft",1,55,,4,,,"http://www.1000steine.com/brickset/images/6861-1.jpg","No","No",0
3667,"6861","2","Space","Blacktron 2","1993","Super Model Building Instruction",,1,,,,,"http://www.1000steine.com/brickset/images/6861-2.jpg","No","No",0
