SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
7728,"30030","1","Racers","Tiny Turbos","2010","Rally Raider",,36,,,,,"http://www.1000steine.com/brickset/images/30030-1.jpg","No","No",0
7729,"30031","1","World Racers","","2010","World Race Powerboat",1,27,,3.99,,,"http://www.1000steine.com/brickset/images/30031-1.jpg","No","No",0
8042,"30032","1","World Racers","","2010","World Race Buggy",1,35,,3.99,,,"http://www.1000steine.com/brickset/images/30032-1.jpg","No","No",0
7733,"30033","1","Racers","Tiny Turbos","2010","Truck",,45,,,,,"http://www.1000steine.com/brickset/images/30033-1.jpg","No","No",0
7731,"30034","1","Racers","Tiny Turbos","2010","Tow Truck",,39,,,,,"http://www.1000steine.com/brickset/images/30034-1.jpg","No","No",0
7732,"30035","1","Racers","Tiny Turbos","2010","Off-Road Racer 2",,33,,,,,"http://www.1000steine.com/brickset/images/30035-1.jpg","No","No",0
8636,"30036","1","Racers","Tiny Turbos","2011","Buggy Racer",,26,,,,,"http://www.1000steine.com/brickset/images/30036-1.jpg","No","No",0
7722,"30040","1","Atlantis","","2010","Octopus",,42,,3.99,,,"http://www.1000steine.com/brickset/images/30040-1.jpg","No","No",0
7723,"30041","1","Atlantis","","2010","Piranha",,49,,,,,"http://www.1000steine.com/brickset/images/30041-1.jpg","No","No",0
7724,"30042","1","Atlantis","","2010","Mini Sub",1,36,2.49,3.99,,,"http://www.1000steine.com/brickset/images/30042-1.jpg","No","No",0
7725,"30050","1","Star Wars","Mini Building Set","2010","Republic Attack Shuttle",,54,,3.49,,,"http://www.1000steine.com/brickset/images/30050-1.jpg","No","No",0
7726,"30051","1","Star Wars","Mini Building Set","2011","Mini X-wing",,61,,3.49,,,"http://www.1000steine.com/brickset/images/30051-1.jpg","No","No",0
8618,"30052","1","Star Wars","Mini Building Set","2011","AAT",,46,,3.99,,,"http://www.1000steine.com/brickset/images/30052-1.jpg","No","No",0
8619,"30053","1","Star Wars","Mini Building Set","2011","Republic Attack Cruiser",,41,,3.99,,,"http://www.1000steine.com/brickset/images/30053-1.jpg","No","No",0
8680,"30054","1","Star Wars","Mini Building Set","2011","AT-ST",,46,,,,,"http://www.1000steine.com/brickset/images/30054-1.jpg","No","No",0
8696,"30055","1","Star Wars","Mini Building Set","2011","Vulture Droid",,45,,,,,"http://www.1000steine.com/brickset/images/30055-1.jpg","No","No",0
9219,"30056","1","Star Wars","Mini Building Set","2012","Star Destroyer",,38,,,,,"http://www.1000steine.com/brickset/images/30056-1.jpg","No","No",0
9253,"30057","1","Star Wars","Mini Building Set","2012","Anakin's Pod Racer",,38,4.99,4.99,,,"http://www.1000steine.com/brickset/images/30057-1.jpg","No","No",0
9220,"30058","1","Star Wars","Mini Building Set","2012","STAP",1,24,,,,,"http://www.1000steine.com/brickset/images/30058-1.jpg","No","No",0
9260,"30059","1","Star Wars","Mini Building Set","2012","MTT",,51,,3.97,,,"http://www.1000steine.com/brickset/images/30059-1.jpg","No","No",0
7918,"30060","1","Duplo","Farm","2010","Farm Set",1,4,,,,,"http://www.1000steine.com/brickset/images/30060-1.jpg","No","No",0
7919,"30061","1","Castle","Kingdoms","2010","Attack Wagon",1,35,,,,,"http://www.1000steine.com/brickset/images/30061-1.jpg","No","No",0
7920,"30062","1","Castle","Kingdoms","2010","Target Practice",1,31,,3.99,,,"http://www.1000steine.com/brickset/images/30062-1.jpg","No","No",0
9662,"30063","1","Duplo","","2012","Vet",,4,,,,,"http://www.1000steine.com/brickset/images/30063-1.jpg","No","No",0
9274,"30064","1","Duplo","","2012","Zoo",1,4,,,,,"http://www.1000steine.com/brickset/images/30064-1.jpg","No","No",0
10329,"30066","1","Duplo","","2013","Circus",,3,,,,,"http://www.1000steine.com/brickset/images/30066-1.jpg","No","No",0
23399,"30068","1","Duplo","","2014","Apple",,6,,2.2,,,"http://www.1000steine.com/brickset/images/30068-1.jpg","No","No",0
7938,"30070","1","Toy Story","","2010","Alien Space Ship",1,29,2.29,3.99,,,"http://www.1000steine.com/brickset/images/30070-1.jpg","No","No",0
8019,"30071","1","Toy Story","","2010","Army Jeep",1,37,,3.99,,,"http://www.1000steine.com/brickset/images/30071-1.jpg","No","No",0
8047,"30072","1","Toy Story","","2010","Woody's Camp Out",1,18,,,,,"http://www.1000steine.com/brickset/images/30072-1.jpg","No","No",0
8066,"30073","1","Toy Story","","2010","Buzz's Mini Ship",1,23,,,,,"http://www.1000steine.com/brickset/images/30073-1.jpg","No","No",0
8646,"30080","1","Ninjago","Promotional","2011","Ninja Glider",1,26,,3.47,,,"http://www.1000steine.com/brickset/images/30080-1.jpg","No","No",0
8647,"30081","1","Ninjago","Promotional","2011","Skeleton Chopper",1,41,4.99,,,,"http://www.1000steine.com/brickset/images/30081-1.jpg","No","No",0
8648,"30082","1","Ninjago","Promotional","2011","Ninja Training",1,32,,3.47,,,"http://www.1000steine.com/brickset/images/30082-1.jpg","No","No",0
8649,"30083","1","Ninjago","Promotional","2011","Dragon Fight",1,31,,,,,"http://www.1000steine.com/brickset/images/30083-1.jpg","No","No",0
8626,"30084","1","Ninjago","Promotional","2011","Jay",1,5,,,,,"http://www.1000steine.com/brickset/images/30084-1.jpg","No","No",0
9095,"30085","1","Ninjago","Promotional","2012","Jumping Snakes",1,42,,,,,"http://www.1000steine.com/brickset/images/30085-1.jpg","No","No",0
9096,"30086","1","Ninjago","Promotional","2012","Hidden Sword",1,39,,,,,"http://www.1000steine.com/brickset/images/30086-1.jpg","No","No",0
9097,"30087","1","Ninjago","Promotional","2012","Car",1,27,,,,,"http://www.1000steine.com/brickset/images/30087-1.jpg","No","No",0
9275,"30088","1","Ninjago","Promotional","2012","Rattla",1,5,,,,,"http://www.1000steine.com/brickset/images/30088-1.jpg","No","No",0
8722,"30090","1","Pharaoh's Quest","","2011","Desert Glider",1,33,,,,,"http://www.1000steine.com/brickset/images/30090-1.jpg","No","No",0
8723,"30091","1","Pharaoh's Quest","","2011","Desert Rover",1,34,,,,,"http://www.1000steine.com/brickset/images/30091-1.jpg","No","No",0
9245,"30100","1","Friends","Promotional","2012","Beach",1,23,,,,,"http://www.1000steine.com/brickset/images/30100-1.jpg","No","No",0
9248,"30101","1","Friends","Promotional","2012","Skateboarder",1,28,,4.99,,,"http://www.1000steine.com/brickset/images/30101-1.jpg","No","No",0
9252,"30102","1","Friends","Promotional","2012","Desk",1,26,,3.97,,,"http://www.1000steine.com/brickset/images/30102-1.jpg","No","No",0
9249,"30103","1","Friends","Promotional","2012","Car",1,32,,3.97,,,"http://www.1000steine.com/brickset/images/30103-1.jpg","No","No",0
