SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
1529,"3428","1","Sports","Basketball","2003","One vs One Action",2,39,7.99,10,,,"http://www.1000steine.com/brickset/images/3428-1.jpg","No","No",0
1530,"3429","1","Sports","Basketball","2003","Ultimate Defense",2,82,9.99,15,,,"http://www.1000steine.com/brickset/images/3429-1.jpg","No","No",0
1531,"3430","1","Sports","Basketball","2003","Spin & Shoot",2,71,9.99,,,,"http://www.1000steine.com/brickset/images/3430-1.jpg","No","No",0
1532,"3431","1","Sports","Basketball","2003","Street Ball 2 vs 2",4,186,14.99,20,,,"http://www.1000steine.com/brickset/images/3431-1.jpg","No","No",0
1533,"3432","1","Sports","Basketball","2003","NBA Challenge",10,451,39.99,50,,,"http://www.1000steine.com/brickset/images/3432-1.jpg","No","No",0
1534,"3433","1","Sports","Basketball","2003","The Ultimate NBA Arena",10,491,69.99,80,,,"http://www.1000steine.com/brickset/images/3433-1.jpg","No","No",0
1535,"3438","1","Town","Special","1999","McDonalds Restaurant",2,98,,10,,,"http://www.1000steine.com/brickset/images/3438-1.jpg","No","No",0
1536,"3439","1","Town","Special","2000","Spy Runner",2,107,,10,,,"http://www.1000steine.com/brickset/images/3439-1.jpg","No","No",0
1538,"3440","1","Sports","Basketball","2003","NBA Jam Session Co-Pack",2,70,,20,,,"http://www.1000steine.com/brickset/images/3440-1.jpg","No","No",0
1539,"3442","1","Town","Vehicles","1998","LEGOLAND California Truck",1,106,,10,,,"http://www.1000steine.com/brickset/images/3442-1.jpg","No","No",0
1540,"3443","1","Basic","Mosaic","2000","LEGO Mosaic",,2427,,30,,,"http://www.1000steine.com/brickset/images/3443-1.jpg","No","No",0
1541,"3444","1","Bulk Bricks","","2000","2x4 Ridge Roof Tiles Steep Sloped Black",,25,,5,,,"http://www.1000steine.com/brickset/images/3444-1.jpg","No","No",0
1542,"3445","1","Bulk Bricks","","2000","2x4 Ridge Roof Tiles Steep Sloped Red",,25,,5,,,"http://www.1000steine.com/brickset/images/3445-1.jpg","No","No",0
1543,"3446","1","Bulk Bricks","","2000","2x2 Window White",,25,,8,,,"http://www.1000steine.com/brickset/images/3446-1.jpg","No","No",0
1544,"3447","1","Bulk Bricks","","2000","1x3x4 Wall Element Transparent Blue",,25,,8,,,"http://www.1000steine.com/brickset/images/3447-1.jpg","No","No",0
1545,"3448","1","Bulk Bricks","","2000","1x4x5 Black Window Frames with Clear Panes",,20,,9,,,"http://www.1000steine.com/brickset/images/3448-1.jpg","No","No",0
1546,"3449","1","Bulk Bricks","","2000","1x4x6 Black Door and Frames with Transparent Blue Panes",,10,,10,,,"http://www.1000steine.com/brickset/images/3449-1.jpg","No","No",0
1548,"3450","1","Advanced Models","Sculptures","2000","Statue of Liberty",,2882,,199,,,"http://www.1000steine.com/brickset/images/3450-1.jpg","No","No",0
