SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
9751,"79002","1","The Hobbit","An Unexpected Journey","2012","Attack of the Wargs",5,400,49.99,49.99,59.99,59.99,"http://www.1000steine.com/brickset/images/79002-1.jpg","No","No",0
9752,"79003","1","The Hobbit","An Unexpected Journey","2012","An Unexpected Gathering",6,652,59.99,69.99,84.99,79.99,"http://www.1000steine.com/brickset/images/79003-1.jpg","No","No",0
9753,"79004","1","The Hobbit","The Desolation of Smaug","2012","Barrel Escape",5,334,39.99,39.99,49.99,49.99,"http://www.1000steine.com/brickset/images/79004-1.jpg","No","No",0
10218,"79005","1","Lord of the Rings","The Fellowship of the Ring","2013","The Wizard Battle",2,113,11.99,12.99,15.99,14.99,"http://www.1000steine.com/brickset/images/79005-1.jpg","No","No",0
10219,"79006","1","Lord of the Rings","The Fellowship of the Ring","2013","The Council of Elrond",4,243,29.99,29.99,34.99,39.99,"http://www.1000steine.com/brickset/images/79006-1.jpg","No","No",0
10220,"79007","1","Lord of the Rings","The Return of the King","2013","Battle at the Black Gate",5,656,59.99,59.99,74.99,69.99,"http://www.1000steine.com/brickset/images/79007-1.jpg","No","No",0
10221,"79008","1","Lord of the Rings","The Return of the King","2013","Pirate Ship Ambush",9,756,89.99,99.99,129.99,99.99,"http://www.1000steine.com/brickset/images/79008-1.jpg","No","No",0
9754,"79010","1","The Hobbit","An Unexpected Journey","2012","The Goblin King Battle",8,841,79.99,99.99,129.99,99.99,"http://www.1000steine.com/brickset/images/79010-1.jpg","No","No",0
22921,"79011","1","The Hobbit","The Desolation of Smaug","2013","Dol Guldur Ambush",3,217,19.99,19.99,24.99,26.99,"http://www.1000steine.com/brickset/images/79011-1.jpg","No","No",0
22922,"79012","1","The Hobbit","The Desolation of Smaug","2013","Mirkwood Elf Army ",6,276,29.99,29.99,34.99,39.99,"http://www.1000steine.com/brickset/images/79012-1.jpg","No","No",0
22923,"79013","1","The Hobbit","The Desolation of Smaug","2013","Lake-town Chase",5,470,49.99,49.99,59.99,59.99,"http://www.1000steine.com/brickset/images/79013-1.jpg","No","No",0
22924,"79014","1","The Hobbit","The Desolation of Smaug","2013","Dol Guldur Battle",8,797,69.99,69.99,84.99,79.99,"http://www.1000steine.com/brickset/images/79014-1.jpg","No","No",0
23354,"79015","1","The Hobbit","","2014","{}",,101,,14.99,,,,"No","No",0
23442,"79016","1","The Hobbit","","2014","{?}",,313,,29.99,,,,"No","No",0
23352,"79017","1","The Hobbit","","2014","{}",,471,,59.99,,,,"No","No",0
23353,"79018","1","The Hobbit","","2014","{}",,,,129.99,,,,"No","No",0
10070,"79100","1","Teenage Mutant Ninja Turtles","","2013","Kraang Lab Escape",2,90,9.99,12.99,15.99,14.99,"http://www.1000steine.com/brickset/images/79100-1.jpg","No","No",0
10071,"79101","1","Teenage Mutant Ninja Turtles","","2013","Shredder's Dragon Bike",3,198,24.99,24.99,29.99,29.99,"http://www.1000steine.com/brickset/images/79101-1.jpg","No","No",0
10068,"79102","1","Teenage Mutant Ninja Turtles","","2013","Stealth Shell in Pursuit",3,162,19.99,19.99,24.99,26.99,"http://www.1000steine.com/brickset/images/79102-1.jpg","No","No",0
10069,"79103","1","Teenage Mutant Ninja Turtles","","2013","Turtle Lair Attack",5,488,49.99,49.99,59.99,49.99,"http://www.1000steine.com/brickset/images/79103-1.jpg","No","No",0
10067,"79104","1","Teenage Mutant Ninja Turtles","","2013","The Shellraiser Street Chase",5,620,59.99,59.99,74.99,69.99,"http://www.1000steine.com/brickset/images/79104-1.jpg","No","No",0
10131,"79105","1","Teenage Mutant Ninja Turtles","","2013","Baxter Robot Rampage",5,397,39.99,39.99,49.99,49.99,"http://www.1000steine.com/brickset/images/79105-1.jpg","No","No",0
9994,"79106","1","Lone Ranger","","2013","Cavalry Builder Set",4,69,11.99,12.99,17.99,14.99,"http://www.1000steine.com/brickset/images/79106-1.jpg","No","No",0
9995,"79107","1","Lone Ranger","","2013","Comanche Camp",3,161,19.99,19.99,24.99,29.99,"http://www.1000steine.com/brickset/images/79107-1.jpg","No","No",0
9996,"79108","1","Lone Ranger","","2013","Stagecoach Escape",5,279,29.99,29.99,39.99,49.99,"http://www.1000steine.com/brickset/images/79108-1.jpg","No","No",0
9997,"79109","1","Lone Ranger","","2013","Colby City Showdown",5,587,39.99,49.99,59.99,59.99,"http://www.1000steine.com/brickset/images/79109-1.jpg","No","No",0
9998,"79110","1","Lone Ranger","","2013","Silver Mine Shootout",5,644,69.99,69.99,89.99,79.99,"http://www.1000steine.com/brickset/images/79110-1.jpg","No","No",0
9999,"79111","1","Lone Ranger","","2013","Constitution Train Chase",7,699,79.99,99.99,129.99,99.99,"http://www.1000steine.com/brickset/images/79111-1.jpg","No","No",0
23202,"79115","1","Teenage Mutant Ninja Turtles","","2014","Turtle Van Takedown",,368,,39.99,,,"http://www.1000steine.com/brickset/images/79115-1.jpg","No","No",0
23203,"79116","1","Teenage Mutant Ninja Turtles","","2014","Big Rig Snow Getaway",,741,,69.99,,,"http://www.1000steine.com/brickset/images/79116-1.jpg","No","No",0
23204,"79117","1","Teenage Mutant Ninja Turtles","","2014","Turtle Lair Invasion",,888,,99.99,,,"http://www.1000steine.com/brickset/images/79117-1.jpg","No","No",0
