SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
407,"1550","1","LEGOLAND","","1972","Sterling Super Caravelle",,49,,,,,"http://www.1000steine.com/brickset/images/1550-1.jpg","No","No",0
22564,"1550","2","Duplo","","1985","Basic Set",,6,,,,,,"No","No",0
408,"1551","1","Basic","","1985","Duck",,6,,0.4,,,"http://www.1000steine.com/brickset/images/1551-1.jpg","No","No",0
409,"1551","2","LEGOLAND","","1972","Sterling Baggage Train",,49,,,,,"http://www.1000steine.com/brickset/images/1551-2.jpg","No","No",0
410,"1552","1","Town","Special","1985","Maersk Truck and Trailer Unit",1,352,,,,,"http://www.1000steine.com/brickset/images/1552-1.jpg","No","No",0
7980,"1552","2","LEGOLAND","","1974","Sterling Boeing 727",,49,,,,,"http://www.1000steine.com/brickset/images/1552-2.jpg","No","No",0
411,"1554","1","Promotional","Ferries","1986","Silja Line Ferry",,176,,,,,"http://www.1000steine.com/brickset/images/1554-1.jpg","No","No",0
412,"1555","1","Basic","Seasonal","1986","Santa Claus",,19,,1,,,"http://www.1000steine.com/brickset/images/1555-1.jpg","No","No",0
413,"1555","2","LEGOLAND","Town","1978","Sterling Airways Aircraft",,44,,,,,"http://www.1000steine.com/brickset/images/1555-2.jpg","No","No",0
22435,"1556","1","Basic","Seasonal","1986","Christmas Hearts",,10,,,,,,"No","No",0
414,"1557","1","Space","Classic","1986","Scooter",1,26,,,,,"http://www.1000steine.com/brickset/images/1557-1.jpg","No","No",0
415,"1558","1","Space","Classic","1986","Mobile Command Trailer",2,70,,,,,"http://www.1000steine.com/brickset/images/1558-1.jpg","No","No",0
416,"1559","1","Duplo","","1990","Clown Car",1,4,,,,,"http://www.1000steine.com/brickset/images/1559-1.jpg","No","No",0
419,"1560","1","Town","Special","1990","Glory Glider",1,22,,,,,"http://www.1000steine.com/brickset/images/1560-1.jpg","No","No",0
418,"1560","2","LEGOLAND","","1976","Airliner",,26,,,,,"http://www.1000steine.com/brickset/images/1560-2.jpg","No","No",0
9403,"1560","3","Basic","Universal Building Set","1985","Basic Building Set",,27,,,,,"http://www.1000steine.com/brickset/images/1560-3.jpg","No","No",0
421,"1561","1","Town","Special","1990","Stunt Chopper",1,31,,,,,"http://www.1000steine.com/brickset/images/1561-1.jpg","No","No",0
420,"1561","2","Building Set with People","","1976","Airline Staff",,30,,,,,"http://www.1000steine.com/brickset/images/1561-2.jpg","No","No",0
423,"1562","1","Town","Special","1990","Wave Jumper",1,25,,,,,"http://www.1000steine.com/brickset/images/1562-1.jpg","No","No",0
422,"1562","2","LEGOLAND","","1976","Biplane",,25,,,,,"http://www.1000steine.com/brickset/images/1562-2.jpg","No","No",0
22565,"1562","3","Basic","","1985","Basic Building Set",,32,,,,,"http://www.1000steine.com/brickset/images/1562-3.jpg","No","No",0
424,"1563","1","Town","Special","1990","Track Blaster",1,30,,,,,"http://www.1000steine.com/brickset/images/1563-1.jpg","No","No",0
10091,"1570","1","Fabuland","","1986","Fabuland Character Polybag",,4,,,,,"http://www.1000steine.com/brickset/images/1570-1.jpg","No","No",0
426,"1572","1","Town","Vehicles","1986","Super Tow Truck",1,79,,,,,"http://www.1000steine.com/brickset/images/1572-1.jpg","No","No",0
22430,"1573","1","Basic","","1987","Basic Building Set",,,,,,,,"No","No",0
427,"1575","1","Promotional","Ferries","1977","Finnjet Ferry",,506,,,,,"http://www.1000steine.com/brickset/images/1575-1.jpg","No","No",0
5921,"1575","2","Basic","","1987","Basic Set 5+ with Board Game",1,230,,,,,"http://www.1000steine.com/brickset/images/1575-2.jpg","No","No",0
428,"1576","1","Duplo","","1994","Happy Face Carry Case",,30,,,,,,"No","No",0
6158,"1577","1","Basic","","1988","Basic Set 3+",1,216,,,,,"http://www.1000steine.com/brickset/images/1577-1.jpg","No","No",0
429,"1579","1","Duplo","","1993","Animal Fun",,30,,,,,"http://www.1000steine.com/brickset/images/1579-1.jpg","No","No",0
430,"1580","1","Space","Classic","1986","Lunar Scout",1,72,,,,,"http://www.1000steine.com/brickset/images/1580-1.jpg","No","No",0
431,"1580","2","Promotional","Ferries","1977","Silja Line Ferry",,414,,,,,"http://www.1000steine.com/brickset/images/1580-2.jpg","No","No",0
432,"1581","1","Promotional","Ferries","1981","Silja Line Ferry",,182,,,,,"http://www.1000steine.com/brickset/images/1581-1.jpg","No","No",0
5198,"1581","2","Town","Special","1990","Arla Milk Delivery Truck",1,119,,,,,"http://www.1000steine.com/brickset/images/1581-2.jpg","No","No",0
