SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,Owned,Wanted,QtyOwned
8243,"3658","1","City","Police","2011","Police Helicopter",4,237,26.99,34.99,44.99,34.99,"http://www.1000steine.com/brickset/images/3658-1.jpg","No","No",0
1720,"3659","1","Fabuland","","1987","Playground",2,16,,,,,"http://www.1000steine.com/brickset/images/3659-1.jpg","No","No",0
1722,"3660","1","Fabuland","","1985","Fisherman's Wharf",1,25,,11,,,"http://www.1000steine.com/brickset/images/3660-1.jpg","No","No",0
8461,"3661","1","City","Police","2011","Bank & Money Transfer",4,405,41.99,49.99,64.99,49.99,"http://www.1000steine.com/brickset/images/3661-1.jpg","No","No",0
1723,"3662","1","Fabuland","","1987","Double-Decker Bus",2,32,,,,,"http://www.1000steine.com/brickset/images/3662-1.jpg","No","No",0
1724,"3663","1","Fabuland","","1989","Merry-Go-Round",2,23,,,,,"http://www.1000steine.com/brickset/images/3663-1.jpg","No","No",0
1725,"3664","1","Fabuland","","1984","Bertie Buldog (Polce Chief) and Constable Bulldog",2,63,,,,,"http://www.1000steine.com/brickset/images/3664-1.jpg","No","No",0
1726,"3665","1","Fabuland","","1980","Harry Horse and Clara Cow's Ice Cream Shoppe",2,36,,,,,"http://www.1000steine.com/brickset/images/3665-1.jpg","No","No",0
1727,"3666","1","Fabuland","","1982","Billy Bear and Mortimer Mouse's  Service Station",2,28,,,,,"http://www.1000steine.com/brickset/images/3666-1.jpg","No","No",0
1728,"3667","1","Fabuland","","1982","Pat and Freddy's Shop",2,58,,,,,"http://www.1000steine.com/brickset/images/3667-1.jpg","No","No",0
1729,"3668","1","Fabuland","","1986","Merry-Go-Round with Ticket Booth",3,42,,17.75,,,"http://www.1000steine.com/brickset/images/3668-1.jpg","No","No",0
1730,"3669","1","Fabuland","","1982","Fire Station",3,33,,,,,"http://www.1000steine.com/brickset/images/3669-1.jpg","No","No",0
1731,"3670","1","Fabuland","","1984","Service Station",2,52,,20,,,"http://www.1000steine.com/brickset/images/3670-1.jpg","No","No",0
1732,"3671","1","Fabuland","","1984","Airport",3,49,,22.25,,,"http://www.1000steine.com/brickset/images/3671-1.jpg","No","No",0
1733,"3672","1","Fabuland","","1982","The Motel",3,60,,,,,"http://www.1000steine.com/brickset/images/3672-1.jpg","No","No",0
1734,"3673","1","Fabuland","","1985","Paddle Steamer",3,61,,20,,,"http://www.1000steine.com/brickset/images/3673-1.jpg","No","No",0
1735,"3674","1","Fabuland","","1987","Bonny Bunny's New House",2,44,,14.75,,,"http://www.1000steine.com/brickset/images/3674-1.jpg","No","No",0
1736,"3675","1","Fabuland","","1987","General Store",3,103,,,,,"http://www.1000steine.com/brickset/images/3675-1.jpg","No","No",0
1737,"3676","1","Fabuland","","1989","Cathy Cat's Fun Park",4,43,,,,,"http://www.1000steine.com/brickset/images/3676-1.jpg","No","No",0
8709,"3677","1","City","Trains","2011","Red Cargo Train",4,831,139.99,159.99,219.99,149.99,"http://www.1000steine.com/brickset/images/3677-1.jpg","No","No",0
1738,"3678","1","Fabuland","","1982","Lionel Lion's Lodge",4,123,,,,,"http://www.1000steine.com/brickset/images/3678-1.jpg","No","No",0
1739,"3679","1","Fabuland","","1986","Flour Mill and Shop",2,73,,26.75,,,"http://www.1000steine.com/brickset/images/3679-1.jpg","No","No",0
1740,"3680","1","Fabuland","","1988","Caravan and Rowboat",3,27,,,,,"http://www.1000steine.com/brickset/images/3680-1.jpg","No","No",0
1741,"3681","1","Fabuland","","1985","Amusement Park",4,99,,33.35,,,"http://www.1000steine.com/brickset/images/3681-1.jpg","No","No",0
1742,"3682","1","Fabuland","","1987","Fire Station",3,149,,39.75,,,"http://www.1000steine.com/brickset/images/3682-1.jpg","No","No",0
1743,"3683","1","Fabuland","","1988","Amusement Park",4,93,,,,,"http://www.1000steine.com/brickset/images/3683-1.jpg","No","No",0
7679,"3694","1","Fabuland","","1982","Figure collection",,,,,,,"http://www.1000steine.com/brickset/images/3694-1.jpg","No","No",0
7680,"3695","1","Fabuland","","1982","Figure collection",80,,,,,,"http://www.1000steine.com/brickset/images/3695-1.jpg","No","No",0
1744,"3696","1","Explore","Together","2003","Tow-Me Truck",1,5,5.99,7,,,"http://www.1000steine.com/brickset/images/3696-1.jpg","No","No",0
1745,"3697","1","Explore","Together","2003","Fearless Fire Fighter",1,5,5.99,7,,,"http://www.1000steine.com/brickset/images/3697-1.jpg","No","No",0
1746,"3698","1","Explore","Together","2003","Friendly Police Car",1,4,5.99,7,,,"http://www.1000steine.com/brickset/images/3698-1.jpg","No","No",0
1747,"3699","1","Explore","Together","2003","Happy Constructor",1,9,8.99,10,,,"http://www.1000steine.com/brickset/images/3699-1.jpg","No","No",0
1748,"3700","1","Explore","Together","2003","Emergency Vehicles Set",3,9,14.99,,,,"http://www.1000steine.com/brickset/images/3700-1.jpg","No","No",0
1749,"3701","1","Fabuland","","1982","Charlie Cat the fisherman",1,2,,1.5,,,"http://www.1000steine.com/brickset/images/3701-1.jpg","No","No",0
1750,"3703","1","Fabuland","","1982","Peter Pig the Cook",1,2,,,,,"http://www.1000steine.com/brickset/images/3703-1.jpg","No","No",0
1751,"3704","1","Fabuland","","1982","Marjorie Mouse",1,2,,1.5,,,"http://www.1000steine.com/brickset/images/3704-1.jpg","No","No",0
1752,"3706","1","Fabuland","","1982","Ernie Elephant",1,2,,,,,"http://www.1000steine.com/brickset/images/3706-1.jpg","No","No",0
1753,"3707","1","Fabuland","","1982","Clara Cow",1,2,,,,,"http://www.1000steine.com/brickset/images/3707-1.jpg","No","No",0
1754,"3708","1","Fabuland","","1982","Rufus Rabbit",1,3,,,,,"http://www.1000steine.com/brickset/images/3708-1.jpg","No","No",0
1755,"3709","1","Fabuland","","1983","Henry Horse the carpenter",1,2,,,,,"http://www.1000steine.com/brickset/images/3709-1.jpg","No","No",0
